ID,Age,flights,duration,Treatment
B0396 2 3,29,0,0,control
B0396 2 3,30,0,0,control
B0396 2 3,31,0,0.2166667,control
B0396 2 3,32,9,256.233347,control
B0396 2 3,33,8,229.75,control
B0396 2 3,34,6,140.2333267,control
B0396 2 3,35,6,176.3,control
B0399 2 3,1,0,0,control
B0399 2 3,2,0,0,control
B0399 2 3,3,0,0,control
B0399 2 3,4,0,0,control
B0399 2 3,5,0,0,control
B0399 2 3,6,0,0,control
B0399 2 3,7,0,0,control
B0399 2 3,8,0,0,control
B0399 2 3,9,0,0,control
B0399 2 3,10,1,2.266667,control
B0399 2 3,11,0,0,control
B0399 2 3,12,0,0,control
B0399 2 3,13,0,0.05,control
B0399 2 3,14,0,0,control
B0399 2 3,15,0,0,control
B0399 2 3,16,0,0,control
B0399 2 3,17,1,1.8,control
B0399 2 3,18,1,2.05,control
B0399 2 3,19,0,0,control
B0399 2 3,20,1,1.233333,control
B0399 2 3,21,0,0,control
B0399 2 3,22,1,1.95,control
B0399 2 3,23,1,1.5,control
B0399 2 3,24,0,0,control
B0399 2 3,25,0,0,control
B0399 2 3,26,1,2.616667,control
B0399 2 3,27,0,0,control
B0399 2 3,28,1,1.433333,control
B0399 2 3,29,1,1.5,control
B0399 2 3,30,1,8.283333,control
B0399 2 3,31,3,13.4333337,control
B0399 2 3,32,0,0,control
B0399 2 3,33,0,0.25,control
B0399 2 3,34,1,3.166667,control
B0399 2 3,35,5,58.8333297,control
B0399 2 3,36,3,135.5000034,control
B0399 2 3,37,2,76.75,control
B0399 2 3,38,0,0,control
B0399 2 3,39,1,1.516667,control
B0399 2 3,40,7,223.583347,control
B0399 2 3,41,9,119.850005,control
B0399 2 3,42,14,346.8666663,control
B0399 2 3,43,10,419.466663,control
B0399 2 3,44,3,201.45,control
B0399 2 3,45,2,172.85,control
B0399 2 3,46,1,134.3167,control
B0399 2 3,47,2,122.333367,control
B0399 2 3,48,2,156.88333,control
B0399 2 3,49,2,93.65,control
B0399 2 3,50,1,10.48333,control
B0399 2 3,51,2,232.1667,control
B0399 2 3,52,2,368.4333,control
B0400 2 3,1,0,0,control
B0400 2 3,2,0,0,control
B0400 2 3,3,0,0,control
B0400 2 3,4,0,0,control
B0400 2 3,5,0,0,control
B0400 2 3,6,0,0,control
B0400 2 3,7,0,0,control
B0400 2 3,8,0,0,control
B0400 2 3,9,1,2.733333,control
B0400 2 3,10,1,3.083333,control
B0401 2 3,1,0,0,control
B0401 2 3,2,0,0,control
B0401 2 3,3,0,0,control
B0401 2 3,4,0,0,control
B0401 2 3,5,0,0,control
B0401 2 3,6,1,7.45,control
B0402 1 2,1,0,0,pesticide
B0402 1 2,2,0,0,pesticide
B0402 1 2,3,0,0,pesticide
B0402 1 2,4,1,15.35,pesticide
B0402 2 2,1,0,0,pesticide
B0402 2 2,2,0,0,pesticide
B0402 2 2,3,0,0,pesticide
B0402 2 2,4,0,0,pesticide
B0402 2 2,5,1,20.48333,pesticide
B0402 2 2,6,3,20.41666267,pesticide
B0402 2 3,1,0,0,control
B0402 2 3,2,0,0,control
B0402 2 3,3,0,0,control
B0402 2 3,4,0,0,control
B0402 2 3,5,1,2.233333,control
B0402 2 3,6,2,22.93333664,control
B0402 2 3,7,0,0,control
B0402 2 3,8,0,0,control
B0402 2 3,9,2,26.816667,control
B0402 2 3,10,8,213.7499933,control
B0402 2 3,11,2,26.33333337,control
B0402 2 3,12,1,50.01667,control
B0402 2 3,13,4,173.9666667,control
B0402 2 3,14,2,129.48334,control
B0402 2 3,15,0,0,control
B0402 2 3,16,0,0,control
B0402 2 3,17,2,21.566663,control
B0402 2 3,18,6,297.900003,control
B0402 2 3,19,0,0.5,control
B0402 2 3,20,1,46.03333,control
B0402 2 3,21,0,1.0166666,control
B0402 2 3,22,2,158.81666,control
B0402 2 3,23,2,74.61667,control
B0402 2 3,24,5,202.033323,control
B0402 2 3,25,1,2.866667,control
B0402 2 3,26,3,223.566703,control
B0402 2 3,27,1,175.05,control
B0402 2 3,28,1,27.11667,control
B0402 2 3,29,1,2.516667,control
B0402 2 3,30,0,0.2,control
B0402 2 3,31,2,81.96667,control
B0402 2 3,32,2,136.78333,control
B0402 2 3,33,2,123.000033,control
B0402 2 3,34,1,179.4499667,control
B0402 2 3,35,1,223.9333,control
B0402 2 3,36,0,0,control
B0402 2 3,37,1,157.7167,control
B0402 2 3,38,1,136.1833,control
B0403 1 2,1,0,0,pesticide
B0403 1 2,2,0,0.7,pesticide
B0403 1 2,3,0,0,pesticide
B0403 1 2,4,0,0,pesticide
B0403 1 2,5,1,3.55,pesticide
B0403 1 2,6,0,0,pesticide
B0403 1 2,7,0,0,pesticide
B0403 1 2,8,0,0,pesticide
B0403 1 2,9,0,0,pesticide
B0403 1 2,10,1,2.3,pesticide
B0403 1 2,11,1,2.783333,pesticide
B0403 1 2,12,0,0,pesticide
B0403 1 2,13,1,3.1,pesticide
B0403 1 2,14,1,1.7999997,pesticide
B0403 1 2,15,2,37.9500037,pesticide
B0403 1 2,16,12,174.3499897,pesticide
B0403 1 2,17,1,26.83333,pesticide
B0403 1 2,18,8,128.14999,pesticide
B0403 1 2,19,14,315.666677,pesticide
B0403 1 2,20,15,479.21665,pesticide
B0403 1 2,21,11,555.3666167,pesticide
B0403 1 2,22,10,661.3333467,pesticide
B0403 1 2,23,1,132.85,pesticide
B0404 1 1,1,0,0,pesticide
B0404 1 1,2,0,0,pesticide
B0404 1 1,3,0,0,pesticide
B0404 1 1,4,0,0,pesticide
B0404 1 1,5,1,5.633333,pesticide
B0404 1 1,6,3,65.816666,pesticide
B0404 1 1,7,2,28.133333,pesticide
B0404 1 2,1,0,0,pesticide
B0404 1 2,2,0,0,pesticide
B0404 1 2,3,0,0,pesticide
B0404 1 2,4,0,0,pesticide
B0404 1 2,5,0,0,pesticide
B0404 1 2,6,0,0,pesticide
B0404 1 2,7,0,0,pesticide
B0404 1 2,8,0,0,pesticide
B0404 1 2,9,0,0,pesticide
B0404 1 2,10,0,0,pesticide
B0404 1 2,11,1,38.23333,pesticide
B0404 1 2,12,0,0,pesticide
B0404 1 2,13,0,0,pesticide
B0404 1 2,14,1,2.7,pesticide
B0404 1 2,15,0,0,pesticide
B0404 1 2,16,0,0,pesticide
B0404 1 2,17,0,0,pesticide
B0404 1 2,18,0,0,pesticide
B0404 1 2,19,1,2.5,pesticide
B0404 1 2,20,1,2.166667,pesticide
B0404 1 2,21,2,11.1999997,pesticide
B0404 1 2,22,1,5.066667,pesticide
B0404 1 2,23,1,3.516667,pesticide
B0404 1 2,24,3,103.03333,pesticide
B0404 1 2,25,1,121.2,pesticide
B0404 1 2,26,0,0.05,pesticide
B0404 1 2,27,1,236.9,pesticide
B0404 1 2,28,2,48.35,pesticide
B0404 2 3,1,0,0,control
B0404 2 3,2,0,0,control
B0404 2 3,3,0,0,control
B0404 2 3,4,0,0,control
B0404 2 3,5,0,0,control
B0404 2 3,6,2,18.283337,control
B0404 2 3,7,0,0,control
B0404 2 3,8,0,0,control
B0404 2 3,9,1,6.683333,control
B0404 2 3,10,2,8.7999997,control
B0404 2 3,11,4,15.9999996,control
B0404 2 3,12,1,4.533333,control
B0404 2 3,13,3,7.8666667,control
B0405 1 2,1,0,0,pesticide
B0405 1 2,2,0,0,pesticide
B0405 1 2,3,0,0,pesticide
B0405 1 2,4,0,0,pesticide
B0405 1 2,5,0,0,pesticide
B0405 1 2,6,0,0,pesticide
B0405 1 2,7,0,0,pesticide
B0405 1 2,8,1,3.3,pesticide
B0405 1 2,9,0,0,pesticide
B0405 1 2,10,0,0,pesticide
B0405 1 2,11,1,1.083333,pesticide
B0405 1 2,12,0,0,pesticide
B0405 1 2,13,0,0,pesticide
B0405 1 2,14,1,1.983333,pesticide
B0405 1 2,15,0,0,pesticide
B0405 1 2,16,1,2.6,pesticide
B0405 1 2,17,0,0,pesticide
B0405 1 2,18,0,0,pesticide
B0405 1 2,19,2,3.15,pesticide
B0405 1 2,20,0,0,pesticide
B0405 1 2,21,2,24.8999963,pesticide
B0405 1 2,22,3,27.4999997,pesticide
B0405 1 2,23,1,11.86666667,pesticide
B0405 1 2,24,3,204.5499967,pesticide
B0405 1 2,25,4,327.4999634,pesticide
B0405 1 2,26,5,382.4333266,pesticide
B0405 1 2,27,4,261.549967,pesticide
B0405 1 2,28,3,211.61667,pesticide
B0405 2 3,1,0,0,control
B0405 2 3,2,0,0,control
B0405 2 3,3,0,0,control
B0405 2 3,4,0,0,control
B0405 2 3,5,0,0,control
B0405 2 3,6,0,0,control
B0405 2 3,7,0,0,control
B0405 2 3,8,0,0,control
B0405 2 3,9,1,6,control
B0405 2 3,10,1,2.716667,control
B0405 2 3,11,0,0,control
B0405 2 3,12,0,0,control
B0405 2 3,13,0,0,control
B0405 2 3,14,0,0,control
B0405 2 3,15,0,0,control
B0405 2 3,16,0,0.45,control
B0405 2 3,17,1,2.6,control
B0405 2 3,18,2,13.616667,control
B0405 2 3,19,1,3.8499999,control
B0406 1 1,1,0,0,pesticide
B0406 1 1,2,0,0,pesticide
B0406 1 1,3,0,0,pesticide
B0406 1 1,4,0,0,pesticide
B0406 1 1,5,0,0,pesticide
B0406 1 1,6,1,5.483333,pesticide
B0406 1 1,7,0,0,pesticide
B0406 1 1,8,0,0,pesticide
B0406 1 1,9,0,0,pesticide
B0406 1 1,10,1,3.4,pesticide
B0406 1 1,11,1,7.733333,pesticide
B0406 1 1,12,0,0,pesticide
B0406 1 1,13,0,0,pesticide
B0406 1 1,14,0,0,pesticide
B0406 1 1,15,0,0,pesticide
B0406 1 1,16,2,3.1666667,pesticide
B0406 1 1,17,2,93.88333,pesticide
B0406 1 1,18,2,152.9833,pesticide
B0406 1 1,19,2,35.750003,pesticide
B0406 1 1,20,1,144.6333,pesticide
B0406 1 2,1,0,0,pesticide
B0406 1 2,2,0,0,pesticide
B0406 1 2,3,0,0,pesticide
B0406 1 2,4,1,6.033333,pesticide
B0406 1 2,5,1,4.7,pesticide
B0408 1 1,1,0,0,pesticide
B0408 1 1,2,0,0,pesticide
B0408 1 1,3,0,0,pesticide
B0408 1 1,4,1,6.066667,pesticide
B0408 1 1,5,0,0,pesticide
B0408 1 1,6,0,0,pesticide
B0408 1 1,7,0,0,pesticide
B0408 1 1,8,0,0,pesticide
B0408 1 1,9,0,0,pesticide
B0408 1 1,10,1,3.216667,pesticide
B0408 1 1,11,1,2.75,pesticide
B0408 1 1,12,0,0,pesticide
B0408 1 1,13,0,0.9666667,pesticide
B0408 1 1,14,0,0,pesticide
B0408 1 1,15,1,2.25,pesticide
B0408 1 2,1,0,0,pesticide
B0408 1 2,2,0,0,pesticide
B0408 1 2,3,0,0,pesticide
B0408 1 2,4,0,0,pesticide
B0408 1 2,5,0,0,pesticide
B0408 1 2,6,0,0,pesticide
B0408 1 2,7,0,0,pesticide
B0408 1 2,8,1,1.483333,pesticide
B0408 2 3,1,0,0,control
B0408 2 3,2,0,0,control
B0408 2 3,3,0,0,control
B0408 2 3,4,0,0,control
B0408 2 3,5,0,0,control
B0408 2 3,6,1,9.55,control
B0408 2 3,7,0,0,control
B0408 2 3,8,0,0,control
B0408 2 3,9,1,7.983333,control
B0408 2 3,10,0,0,control
B0408 2 3,11,1,2.266667,control
B0408 2 3,12,1,2,control
B0408 2 3,13,1,2.5,control
B0408 2 3,14,0,0,control
B0408 2 3,15,0,0,control
B0408 2 3,16,0,0,control
B0408 2 3,17,2,14.2,control
B0408 2 3,18,0,0.9333333,control
B0408 2 3,19,0,0,control
B0408 2 3,20,1,1.016667,control
B0408 2 3,21,0,0,control
B0408 2 3,22,1,1.083333,control
B0408 2 3,23,0,0,control
B0408 2 3,24,1,2.66666663,control
B0408 2 3,25,0,0,control
B0408 2 3,26,1,1.433333,control
B0408 2 3,27,0,0,control
B0408 2 3,28,5,175.83334,control
B0408 2 3,29,0,0,control
B0408 2 3,30,0,0,control
B0408 2 3,31,9,242.4000067,control
B0408 2 3,32,10,345.71667,control
B0408 2 3,33,9,357.69999,control
B0408 2 3,34,8,349.9833233,control
B0409 1 1,1,0,0,pesticide
B0409 1 1,2,0,0,pesticide
B0409 1 1,3,0,0,pesticide
B0409 1 1,4,0,0,pesticide
B0409 1 1,5,0,0,pesticide
B0409 1 1,6,0,0,pesticide
B0409 1 1,7,0,0,pesticide
B0409 1 1,8,0,0,pesticide
B0409 1 1,9,1,2.433333,pesticide
B0409 1 1,10,0,0,pesticide
B0409 1 1,11,1,2.683333,pesticide
B0409 1 1,12,0,0,pesticide
B0409 1 1,13,0,0,pesticide
B0409 1 1,14,0,0,pesticide
B0409 1 1,15,0,0,pesticide
B0409 1 1,16,0,0,pesticide
B0409 1 1,17,0,0,pesticide
B0409 1 1,18,1,1.45,pesticide
B0409 1 1,19,0,0,pesticide
B0409 1 1,20,1,1.633333,pesticide
B0409 1 2,1,0,0,pesticide
B0409 1 2,2,0,0,pesticide
B0409 1 2,3,0,0,pesticide
B0409 1 2,4,0,0,pesticide
B0409 1 2,5,0,0,pesticide
B0409 1 2,6,0,0.3666667,pesticide
B0409 1 2,7,0,0,pesticide
B0409 1 2,8,1,2.033333,pesticide
B0409 1 2,9,0,0,pesticide
B0409 1 2,10,1,1.033333,pesticide
B0409 1 2,11,0,0,pesticide
B0409 1 2,12,2,30.28334,pesticide
B0409 1 2,13,6,330.26666,pesticide
B0409 1 2,14,3,167.7,pesticide
B0409 1 2,15,5,209.233333,pesticide
B0409 2 3,1,0,0,control
B0409 2 3,2,0,0,control
B0409 2 3,3,0,0,control
B0409 2 3,4,0,0,control
B0409 2 3,5,0,0,control
B0409 2 3,6,1,5,control
B0411 1 1,1,0,0,pesticide
B0411 1 1,2,0,0,pesticide
B0411 1 1,3,0,0,pesticide
B0411 1 1,4,0,0,pesticide
B0411 1 1,5,0,0,pesticide
B0411 1 1,6,0,0,pesticide
B0411 1 1,7,1,1.783333,pesticide
B0411 1 1,8,0,0,pesticide
B0411 1 1,9,1,9.6,pesticide
B0411 1 1,10,1,122.15,pesticide
B0411 1 1,11,3,448.0333,pesticide
B0411 1 1,12,0,0,pesticide
B0411 1 1,13,0,0,pesticide
B0411 1 1,14,1,227.7167,pesticide
B0411 1 1,15,1,130.4333,pesticide
B0411 1 1,16,2,411.1834,pesticide
B0411 1 1,17,2,310.8833,pesticide
B0411 1 1,18,2,420.4333,pesticide
B0411 1 1,19,1,68.03333,pesticide
B0411 1 2,1,0,0,pesticide
B0411 1 2,2,0,0,pesticide
B0411 1 2,3,0,0,pesticide
B0411 1 2,4,0,0,pesticide
B0411 1 2,5,0,0,pesticide
B0411 1 2,6,1,12.56667,pesticide
B0411 1 2,7,0,0,pesticide
B0411 1 2,8,0,0,pesticide
B0411 1 2,9,0,0,pesticide
B0411 1 2,10,0,0,pesticide
B0411 1 2,11,0,0,pesticide
B0411 1 2,12,0,0,pesticide
B0411 1 2,13,0,0,pesticide
B0411 1 2,14,1,2.7,pesticide
B0411 1 2,15,0,0,pesticide
B0411 1 2,16,2,5.066666,pesticide
B0411 1 2,17,0,0,pesticide
B0411 1 2,18,7,297.06665,pesticide
B0411 1 2,19,2,128.15,pesticide
B0412 1 2,1,0,0,pesticide
B0412 1 2,2,0,0,pesticide
B0412 1 2,3,0,0,pesticide
B0412 1 2,4,0,0,pesticide
B0412 1 2,5,0,0,pesticide
B0412 1 2,6,0,0,pesticide
B0412 1 2,7,0,0,pesticide
B0412 1 2,8,0,0,pesticide
B0412 1 2,9,0,0,pesticide
B0412 1 2,10,0,0,pesticide
B0412 1 2,11,1,1.03333367,pesticide
B0412 1 2,12,0,0,pesticide
B0412 1 2,13,1,1.8,pesticide
B0412 1 2,14,0,0,pesticide
B0412 1 2,15,0,0,pesticide
B0412 1 2,16,0,0,pesticide
B0412 1 2,17,0,0,pesticide
B0412 1 2,18,1,3.1,pesticide
B0412 1 2,19,0,0,pesticide
B0412 1 2,20,0,0,pesticide
B0412 1 2,21,0,0,pesticide
B0412 1 2,22,0,0,pesticide
B0412 1 2,23,0,0,pesticide
B0412 1 2,24,1,6.216667,pesticide
B0412 1 2,25,0,0,pesticide
B0412 1 2,26,0,0,pesticide
B0412 1 2,27,2,4.35,pesticide
B0412 2 3,1,0,0,control
B0412 2 3,2,0,0,control
B0412 2 3,3,0,0,control
B0412 2 3,4,0,0,control
B0412 2 3,5,0,0,control
B0412 2 3,6,0,0,control
B0412 2 3,7,0,0,control
B0412 2 3,8,0,0,control
B0412 2 3,9,1,4.233333,control
B0412 2 3,10,0,0,control
B0412 2 3,11,0,1.04999997,control
B0412 2 3,12,0,0,control
B0412 2 3,13,0,0,control
B0412 2 3,14,0,0,control
B0412 2 3,15,0,0,control
B0412 2 3,16,0,0,control
B0412 2 3,17,1,5.783333,control
B0412 2 3,18,0,0,control
B0412 2 3,19,0,0,control
B0412 2 3,20,0,0,control
B0412 2 3,21,0,0,control
B0412 2 3,22,1,3.866667,control
B0412 2 3,23,1,1.8,control
B0412 2 3,24,0,0,control
B0412 2 3,25,0,0,control
B0412 2 3,26,1,3.966667,control
B0412 2 3,27,0,0,control
B0412 2 3,28,1,1.9,control
B0412 2 3,29,0,0,control
B0412 2 3,30,0,0,control
B0412 2 3,31,1,2.433333,control
B0412 2 3,32,1,1.783333,control
B0412 2 3,33,1,2.016667,control
B0413 1 1,1,0,0,pesticide
B0413 1 1,2,0,0,pesticide
B0413 1 1,3,0,0,pesticide
B0413 1 1,4,0,0,pesticide
B0413 1 1,5,0,0,pesticide
B0413 1 1,6,0,0,pesticide
B0413 1 1,7,2,10.1,pesticide
B0414 1 1,1,0,0,pesticide
B0414 1 1,2,0,0,pesticide
B0414 1 1,3,0,0,pesticide
B0414 1 1,4,1,4.5,pesticide
B0414 1 1,5,0,0,pesticide
B0414 1 1,6,1,2.88333333,pesticide
B0414 1 1,7,2,6.06666699,pesticide
B0414 1 1,8,2,7.31666633,pesticide
B0414 1 1,9,1,4.89999967,pesticide
B0414 1 1,10,1,1.566667,pesticide
B0414 1 1,11,6,347.883337,pesticide
B0414 1 1,12,0,0.5666667,pesticide
B0414 1 1,13,0,0,pesticide
B0414 1 1,14,0,0,pesticide
B0414 1 1,15,2,207.4500333,pesticide
B0414 1 1,16,1,167.7167,pesticide
B0414 1 1,17,1,155.0167,pesticide
B0414 2 3,1,0,0,control
B0414 2 3,2,0,0,control
B0414 2 3,3,0,0,control
B0414 2 3,4,0,0,control
B0414 2 3,5,0,0,control
B0414 2 3,6,0,0,control
B0414 2 3,7,0,0,control
B0414 2 3,8,0,0,control
B0414 2 3,9,0,0,control
B0414 2 3,10,1,4.11666667,control
B0414 2 3,11,1,2.216667,control
B0414 2 3,12,1,1.683333,control
B0414 2 3,13,1,1.783333,control
B0414 2 3,14,0,0,control
B0414 2 3,15,0,0,control
B0414 2 3,16,0,0,control
B0414 2 3,17,1,6.2,control
B0414 2 3,18,0,0,control
B0414 2 3,19,0,0,control
B0414 2 3,20,1,2.266667,control
B0414 2 3,21,0,0,control
B0414 2 3,22,0,0,control
B0414 2 3,23,1,2.4,control
B0414 2 3,24,0,0,control
B0414 2 3,25,0,0,control
B0414 2 3,26,0,0,control
B0414 2 3,27,0,0,control
B0414 2 3,28,1,1.2,control
B0414 2 3,29,0,0,control
B0414 2 3,30,0,0,control
B0414 2 3,31,0,0,control
B0414 2 3,32,2,11.066667,control
B0414 2 3,33,2,59.416667,control
B0414 2 3,34,4,215.83333,control
B0414 2 3,35,4,231.28333,control
B0414 2 3,36,4,231.21666,control
B0414 2 3,37,4,240.01666,control
B0414 2 3,38,4,227.43333,control
B0414 2 3,39,3,211.9666733,control
B0414 2 3,40,1,92.06666667,control
B0414 2 3,41,3,360.31663,control
B0414 2 3,42,4,342.61664,control
B0414 2 3,43,4,608.0999633,control
B0414 2 3,44,2,83.649997,control
B0414 2 3,45,3,350.6665967,control
B0414 2 3,46,3,260.6667,control
B0414 2 3,47,2,339.7,control
B0414 2 3,48,1,150.65,control
B0414 2 3,49,2,266.95,control
B0415 1 1,1,0,0,pesticide
B0415 1 1,2,0,0,pesticide
B0415 1 1,3,0,0,pesticide
B0415 1 1,4,0,0,pesticide
B0415 1 1,5,0,0,pesticide
B0415 1 1,6,0,0,pesticide
B0415 1 1,7,0,0,pesticide
B0415 1 1,8,0,0,pesticide
B0415 1 1,9,0,0,pesticide
B0415 1 1,10,1,9.033333,pesticide
B0415 1 1,11,0,0,pesticide
B0415 1 1,12,0,0,pesticide
B0415 1 1,13,0,0,pesticide
B0415 1 1,14,0,0,pesticide
B0415 1 1,15,1,9.3,pesticide
B0415 1 2,1,0,0,pesticide
B0415 1 2,2,0,0,pesticide
B0415 1 2,3,0,0,pesticide
B0415 1 2,4,0,0,pesticide
B0415 1 2,5,0,0,pesticide
B0415 1 2,6,0,0,pesticide
B0415 1 2,7,0,0,pesticide
B0415 1 2,8,0,0,pesticide
B0415 1 2,9,0,0,pesticide
B0415 1 2,10,0,0,pesticide
B0415 1 2,11,0,0,pesticide
B0415 1 2,12,0,0,pesticide
B0415 1 2,13,0,0,pesticide
B0415 1 2,14,1,2.35,pesticide
B0416 1 1,1,0,0,pesticide
B0416 1 1,2,0,0,pesticide
B0416 1 1,3,0,0,pesticide
B0416 1 1,4,0,0,pesticide
B0416 1 1,5,0,0,pesticide
B0416 1 1,6,0,0,pesticide
B0416 1 1,7,0,0,pesticide
B0416 1 1,8,0,0,pesticide
B0416 1 1,9,0,0,pesticide
B0416 1 1,10,1,4.033333,pesticide
B0416 1 1,11,0,0,pesticide
B0416 1 1,12,0,0,pesticide
B0416 1 1,13,0,0,pesticide
B0416 1 1,14,0,0,pesticide
B0416 1 1,15,0,0,pesticide
B0416 1 1,16,1,1.5,pesticide
B0416 1 1,17,0,0,pesticide
B0416 1 1,18,1,2.166667,pesticide
B0416 1 1,19,0,0,pesticide
B0416 1 1,20,1,1.316667,pesticide
B0416 1 2,1,0,0,pesticide
B0416 1 2,2,0,0,pesticide
B0416 1 2,3,0,0,pesticide
B0416 1 2,4,1,3.65,pesticide
B0417 1 1,1,0,0,pesticide
B0417 1 1,2,0,0,pesticide
B0417 1 1,3,0,0,pesticide
B0417 1 1,4,0,0,pesticide
B0417 1 1,5,0,0,pesticide
B0417 1 1,6,1,8.416667,pesticide
B0417 1 1,7,0,0,pesticide
B0417 1 1,8,0,0,pesticide
B0417 1 1,9,0,0,pesticide
B0417 1 1,10,1,2.066667,pesticide
B0417 1 1,11,1,2.633333,pesticide
B0417 1 1,12,0,0,pesticide
B0417 1 1,13,0,0,pesticide
B0417 1 1,14,0,0,pesticide
B0417 1 1,15,3,173.183333,pesticide
B0417 1 1,16,7,165.8833273,pesticide
B0417 1 1,17,4,531.149933,pesticide
B0417 1 1,18,1,192.3167,pesticide
B0417 1 2,1,0,0,pesticide
B0417 1 2,2,0,0,pesticide
B0417 1 2,3,0,0,pesticide
B0417 1 2,4,1,15.26667,pesticide
B0417 1 2,5,0,0,pesticide
B0417 1 2,6,0,0,pesticide
B0417 1 2,7,1,1.233333,pesticide
B0417 1 2,8,1,3.8666667,pesticide
B0417 1 2,9,0,0,pesticide
B0417 1 2,10,1,6.2833333,pesticide
B0417 1 2,11,0,0,pesticide
B0417 1 2,12,1,54.6333333,pesticide
B0419 1 1,1,0,0,pesticide
B0419 1 1,2,0,0,pesticide
B0419 1 1,3,0,0,pesticide
B0419 1 1,4,0,0,pesticide
B0419 1 1,5,0,0,pesticide
B0419 1 1,6,0,0,pesticide
B0419 1 1,7,1,3.016667,pesticide
B0419 1 1,8,0,0,pesticide
B0419 1 1,9,0,0,pesticide
B0419 1 1,10,0,0,pesticide
B0419 1 1,11,1,2.08333367,pesticide
B0419 1 1,12,0,0,pesticide
B0419 1 1,13,0,0,pesticide
B0419 1 1,14,0,0,pesticide
B0419 1 1,15,1,1.566667,pesticide
B0419 1 1,16,1,1.5,pesticide
B0419 1 1,17,1,1.216667,pesticide
B0419 1 1,18,0,0,pesticide
B0419 1 1,19,1,1.566667,pesticide
B0419 1 2,1,0,0,pesticide
B0419 1 2,2,0,0,pesticide
B0419 1 2,3,0,0,pesticide
B0419 1 2,4,0,0,pesticide
B0419 1 2,5,0,0,pesticide
B0419 1 2,6,0,0,pesticide
B0419 1 2,7,0,0.8666667,pesticide
B0419 1 2,8,1,3.716667,pesticide
B0419 1 2,9,0,0,pesticide
B0419 1 2,10,1,2.166667,pesticide
B0419 1 2,11,1,2.25,pesticide
B0419 1 2,12,1,2.433333,pesticide
B0419 1 2,13,1,36.16667,pesticide
B0419 1 2,14,0,0,pesticide
B0419 1 2,15,2,46.9,pesticide
B0420 1 2,1,0,0,pesticide
B0420 1 2,2,0,0,pesticide
B0420 1 2,3,0,0,pesticide
B0420 1 2,4,0,0,pesticide
B0420 1 2,5,0,0,pesticide
B0420 1 2,6,1,6.916667,pesticide
B0420 2 3,1,0,0,control
B0420 2 3,2,0,0,control
B0420 2 3,3,0,0,control
B0420 2 3,4,0,0,control
B0420 2 3,5,0,0,control
B0420 2 3,6,0,0,control
B0420 2 3,7,0,0,control
B0420 2 3,8,0,0,control
B0420 2 3,9,0,0,control
B0420 2 3,10,0,0,control
B0420 2 3,11,0,0,control
B0420 2 3,12,0,0,control
B0420 2 3,13,0,0,control
B0420 2 3,14,0,0,control
B0420 2 3,15,0,0,control
B0420 2 3,16,0,0,control
B0420 2 3,17,0,0,control
B0420 2 3,18,0,0,control
B0420 2 3,19,0,0,control
B0420 2 3,20,0,0,control
B0420 2 3,21,0,0,control
B0420 2 3,22,1,2.233333,control
B0420 2 3,23,0,0,control
B0420 2 3,24,0,0,control
B0420 2 3,25,0,0,control
B0420 2 3,26,0,0,control
B0420 2 3,27,0,0,control
B0420 2 3,28,0,0.73333337,control
B0420 2 3,29,1,3.2500003,control
B0420 2 3,30,1,2.71666667,control
B0420 2 3,31,0,2.3000001,control
B0420 2 3,32,0,1.7333334,control
B0420 2 3,33,2,12.3499997,control
B0420 2 3,34,0,0.43333337,control
B0421 1 1,1,0,0,pesticide
B0421 1 1,2,0,0,pesticide
B0421 1 1,3,0,0,pesticide
B0421 1 1,4,0,0,pesticide
B0421 1 1,5,0,0,pesticide
B0421 1 1,6,0,0,pesticide
B0421 1 1,7,0,0,pesticide
B0421 1 1,8,0,0,pesticide
B0421 1 1,9,0,0,pesticide
B0421 1 1,10,0,0,pesticide
B0421 1 1,11,0,0,pesticide
B0421 1 1,12,0,0,pesticide
B0421 1 1,13,0,0,pesticide
B0421 1 1,14,0,0,pesticide
B0421 1 1,15,0,0,pesticide
B0421 1 1,16,0,0,pesticide
B0421 1 1,17,0,0,pesticide
B0421 1 1,18,1,4.733333,pesticide
B0422 1 2,1,0,0,pesticide
B0422 1 2,2,0,0,pesticide
B0422 1 2,3,0,0,pesticide
B0422 1 2,4,0,0,pesticide
B0422 1 2,5,0,0,pesticide
B0422 1 2,6,0,0,pesticide
B0422 1 2,7,0,0,pesticide
B0422 1 2,8,0,0,pesticide
B0422 1 2,9,0,0,pesticide
B0422 1 2,10,2,2.783334,pesticide
B0422 1 2,11,1,1.15,pesticide
B0423 1 1,1,0,0,pesticide
B0423 1 1,2,0,0,pesticide
B0423 1 1,3,0,0,pesticide
B0423 1 1,4,0,0,pesticide
B0423 1 1,5,0,0,pesticide
B0423 1 1,6,0,0,pesticide
B0423 1 1,7,0,0,pesticide
B0423 1 1,8,0,0,pesticide
B0423 1 1,9,0,0,pesticide
B0423 1 1,10,0,0,pesticide
B0423 1 1,11,1,70.96667,pesticide
B0423 1 1,12,0,0,pesticide
B0423 1 1,13,0,0,pesticide
B0423 1 1,14,0,0,pesticide
B0423 1 1,15,0,0,pesticide
B0423 1 1,16,0,0,pesticide
B0423 1 1,17,1,2.816667,pesticide
B0423 1 1,18,1,2.733333,pesticide
